date,delay,distance,origin,destination
01140206,0,341,Fulda,Praha hl.n.
01141229,0,584,Ostseebad Binz,Frankfurt(Main)Hbf
01141156,0,534,Westerland(Sylt),Frankfurt(Main)Hbf
01141741,0,303,Leipzig Hbf,Frankfurt(M) Flughafen
01141023,0,380,Dresden Hbf,Frankfurt(M) Flughafen
01140942,0,303,Leipzig Hbf,Frankfurt(M) Flughafen
01140747,0,303,Leipzig Hbf,Frankfurt(M) Flughafen
01140549,0,303,Leipzig Hbf,Frankfurt(M) Flughafen
01140517,0,201,Erfurt Hbf,Frankfurt(M) Flughafen
01141632,5,393,Hamburg-Altona,Frankfurt(Main)Hbf
01141834,15,364,Amsterdam Centraal,Frankfurt(Main)Hbf
01141825,0,317,Bruxelles-Midi,Frankfurt(Main)Hbf
01141634,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
01141425,10,317,Bruxelles-Midi,Frankfurt(Main)Hbf
01141623,0,30,Wiesbaden Hbf,Frankfurt(Main)Hbf
01141234,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
01141611,0,303,Frankfurt(M) Flughafen,Leipzig Hbf
01140932,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
01141419,0,152,Köln Hbf,Frankfurt(Main)Hbf
01141034,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
01141411,0,303,Frankfurt(M) Flughafen,Leipzig Hbf
01140732,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
01141025,0,317,Bruxelles-Midi,Frankfurt(Main)Hbf
01141211,0,380,Frankfurt(M) Flughafen,Dresden Hbf
01140704,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
01141011,0,303,Frankfurt(M) Flughafen,Leipzig Hbf
01140625,0,317,Bruxelles-Midi,Frankfurt(Main)Hbf
01142232,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
01140320,0,152,Köln Hbf,Frankfurt(Main)Hbf
01142031,0,614,Amsterdam Centraal,Zürich HB
01142324,15,393,Frankfurt(Main)Hbf,Hamburg-Altona
01142052,0,145,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe
01141553,0,402,Dresden Hbf,Wiesbaden Hbf
01142022,10,296,Frankfurt(Main)Hbf,Leipzig Hbf
01142016,5,152,Frankfurt(Main)Hbf,Köln Hbf
01141823,50,324,Wiesbaden Hbf,Leipzig Hbf
01141353,0,402,Dresden Hbf,Wiesbaden Hbf
01141829,5,317,Frankfurt(Main)Hbf,Bruxelles-Midi
01141153,0,402,Dresden Hbf,Wiesbaden Hbf
01141629,0,364,Frankfurt(Main)Hbf,Amsterdam Centraal
01141542,5,393,Frankfurt(Main)Hbf,Hamburg-Altona
01141423,0,402,Wiesbaden Hbf,Dresden Hbf
01141517,0,152,Frankfurt(Main)Hbf,Köln Hbf
01140953,0,402,Dresden Hbf,Wiesbaden Hbf
01141416,10,317,Frankfurt(Main)Hbf,Bruxelles-Midi
01141344,0,393,Frankfurt(Main)Hbf,Hamburg-Altona
01141329,5,364,Frankfurt(Main)Hbf,Amsterdam Centraal
01141223,0,402,Wiesbaden Hbf,Dresden Hbf
01140753,0,402,Dresden Hbf,Wiesbaden Hbf
01141023,0,402,Wiesbaden Hbf,Dresden Hbf
01141113,0,426,Frankfurt(Main)Hbf,Berlin Ostbahnhof
01140548,0,402,Dresden Hbf,Wiesbaden Hbf
01141016,0,317,Frankfurt(Main)Hbf,Bruxelles-Midi
01140927,5,364,Frankfurt(Main)Hbf,Amsterdam Centraal
01140823,0,402,Wiesbaden Hbf,Dresden Hbf
01140500,0,324,Leipzig Hbf,Wiesbaden Hbf
01140816,0,152,Frankfurt(Main)Hbf,Köln Hbf
01140729,0,364,Frankfurt(Main)Hbf,Amsterdam Centraal
01140720,0,373,Frankfurt(Main)Hbf,Dresden Hbf
01140649,0,420,Frankfurt(Main)Hbf,Berlin Südkreuz
01140638,0,534,Frankfurt(Main)Hbf,Westerland(Sylt)
01140625,0,317,Frankfurt(Main)Hbf,Bruxelles-Midi
01140618,0,296,Frankfurt(Main)Hbf,Leipzig Hbf
01140500,0,404,Wiesbaden Hbf,Hamburg-Altona
01140542,0,393,Frankfurt(Main)Hbf,Hamburg-Altona
01140504,0,393,Frankfurt(Main)Hbf,Hamburg-Altona
01141346,0,389,Düsseldorf Hbf,Leipzig Hbf
01141253,0,484,Dresden Hbf,Düsseldorf Hbf
01140546,0,484,Düsseldorf Hbf,Dresden Hbf
01140603,0,389,Leipzig Hbf,Düsseldorf Hbf
01142121,0,255,Hamburg Hbf,Berlin Südkreuz
01141443,0,522,Warszawa Wschodnia,Berlin Hbf
01140938,0,522,Warszawa Wschodnia,Berlin Hbf
01140643,0,522,Warszawa Wschodnia,Berlin Hbf
01140925,0,692,Budapest-Keleti pu,Berlin Hbf (tief)
01140654,0,169,Dresden Hbf,Berlin Gesundbrunnen
01141552,0,259,Hamburg-Altona,Berlin Südkreuz
01141352,0,259,Hamburg-Altona,Berlin Südkreuz
01141152,0,259,Hamburg-Altona,Berlin Südkreuz
01140952,0,259,Hamburg-Altona,Berlin Südkreuz
01140708,0,532,Krakow Glowny,Berlin Hbf
01142248,5,259,Berlin Südkreuz,Hamburg-Altona
01142147,5,241,Berlin-Lichtenberg,Erfurt Hbf
01142147,0,672,Berlin-Lichtenberg,Zürich HB
01142116,0,259,Berlin Südkreuz,Hamburg-Altona
01142056,0,479,Berlin Ostbahnhof,Köln Hbf
01142012,10,505,Berlin-Lichtenberg,München Ost
01141852,0,296,Hamburg-Altona,Leipzig Hbf
01141456,0,429,Westerland(Sylt),Berlin Südkreuz
01141956,0,881,Berlin Südkreuz,Paris Est
01141937,0,317,Berlin Ostbahnhof,Bremen Hbf
01141937,0,479,Berlin Ostbahnhof,Köln Hbf
01140526,0,820,Villach Hbf,Hamburg-Altona
01141751,0,296,Leipzig Hbf,Hamburg-Altona
01141652,0,612,Hamburg-Altona,München Hbf
01141652,0,288,Hamburg-Altona,Eisenach
01141837,0,479,Berlin Ostbahnhof,Köln Hbf
01141837,0,479,Berlin Ostbahnhof,Köln Hbf
01141615,0,380,Hamburg-Altona,Dresden Hbf
01141826,15,366,Berlin Ostbahnhof,Osnabrück Hbf
01141219,0,429,Emden Hbf,Berlin Ostbahnhof
01141737,15,479,Berlin Ostbahnhof,Köln Hbf
01140525,0,932,Budapest-Keleti pu,Hamburg-Altona
01141551,0,293,Leipzig Hbf,Hamburg Hbf
01141452,0,296,Hamburg-Altona,Leipzig Hbf
01141637,10,479,Berlin Ostbahnhof,Köln Hbf
01141637,20,479,Berlin Ostbahnhof,Köln Hbf
01141626,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01141550,0,426,Berlin Ostbahnhof,Frankfurt(Main)Hbf
01141537,0,479,Berlin Ostbahnhof,Köln Hbf
01141537,0,479,Berlin Ostbahnhof,Köln Hbf
01141350,0,296,Leipzig Hbf,Hamburg-Altona
01141242,0,296,Hamburg-Altona,Leipzig Hbf
01141437,15,479,Berlin Ostbahnhof,Köln Hbf
01141437,5,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01141440,5,522,Berlin Hbf,Warszawa Wschodnia
01141426,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01141408,0,259,Berlin Südkreuz,Hamburg-Altona
01141337,0,479,Berlin Ostbahnhof,Köln Hbf
01141337,0,479,Berlin Ostbahnhof,Köln Hbf
01141336,0,420,Berlin Südkreuz,Frankfurt(Main)Hbf
01140540,0,670,Brno hl.n.,Hamburg-Altona
01141237,5,479,Berlin Ostbahnhof,Köln Hbf
01141237,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01141237,0,526,Berlin Gesundbrunnen,Wien Praterstern
01141226,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01141208,0,259,Berlin Südkreuz,Hamburg-Altona
01141137,0,479,Berlin Ostbahnhof,Köln Hbf
01141137,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01141115,0,455,Berlin Ostbahnhof,Aarhus
01141115,0,358,Berlin Ostbahnhof,Koebenhavn H
01140951,0,296,Leipzig Hbf,Hamburg-Altona
01140753,0,363,Kiel Hbf,Leipzig Hbf
01141037,0,479,Berlin Ostbahnhof,Köln Hbf
01141037,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01140814,0,932,Hamburg-Altona,Budapest-Keleti pu
01141026,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01141008,0,259,Berlin Südkreuz,Hamburg-Altona
01140937,10,479,Berlin Ostbahnhof,Köln Hbf
01140937,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01140658,5,785,Hamburg Hbf,Krakow Glowny
01140940,0,522,Berlin Hbf,Warszawa Wschodnia
01140553,0,288,Eisenach,Hamburg-Altona
01140652,0,296,Hamburg-Altona,Leipzig Hbf
01140837,0,480,Berlin Ostbahnhof,Bonn Hbf
01140837,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
01140614,0,820,Hamburg-Altona,Villach Hbf
01140837,0,584,Berlin Hbf,Schiphol (Airport)
01140554,0,562,Dresden Hbf,Westerland(Sylt)
01140651,0,296,Leipzig Hbf,Hamburg-Altona
01140737,0,479,Berlin Ostbahnhof,Köln Hbf
01140442,0,241,Erfurt Hbf,Berlin-Lichtenberg
01140558,0,441,Cottbus,Oldenburg(Oldb)
01140704,0,259,Berlin Südkreuz,Hamburg-Altona
01140644,0,151,Berlin Gesundbrunnen,Leipzig Hbf
01140637,5,480,Berlin Ostbahnhof,Bonn Hbf
01140637,0,471,Berlin Ostbahnhof,Köln/Bonn Flughafen
01140645,0,692,Berlin Hbf (tief),Budapest-Keleti pu
01140640,0,522,Berlin Hbf,Warszawa Wschodnia
01140626,0,588,Berlin Ostbahnhof,Schiphol (Airport)
01140546,0,259,Berlin Südkreuz,Hamburg-Altona
01140527,5,479,Berlin Ostbahnhof,Köln Hbf
01141132,0,605,Hamburg-Altona,Passau Hbf
01142000,0,345,Nürnberg Hbf,Dortmund Hbf
01141440,0,735,Wien Westbahnhof,Dortmund Hbf
01141621,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
01141802,50,345,Nürnberg Hbf,Dortmund Hbf
01141240,0,745,Wien Westbahnhof,Hamburg-Altona
01141416,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
01141600,0,337,Nürnberg Hbf,Köln Hbf
01141040,0,735,Wien Westbahnhof,Dortmund Hbf
01141500,5,345,Nürnberg Hbf,Dortmund Hbf
01140822,0,605,Hamburg-Altona,Passau Hbf
01140837,0,735,Dortmund Hbf,Wien Westbahnhof
01140840,0,597,Wien Westbahnhof,Frankfurt(Main)Hbf
01141112,0,605,Passau Hbf,Hamburg-Altona
01141300,0,364,Nürnberg Hbf,Essen Hbf
01140714,0,745,Hamburg-Altona,Wien Westbahnhof
01140640,0,597,Wien Westbahnhof,Frankfurt(Main)Hbf
01140437,0,735,Dortmund Hbf,Wien Westbahnhof
01140510,0,612,Hamburg-Altona,München Hbf
01140502,0,477,Dortmund Hbf,München Hbf
01140430,0,507,Berlin Gesundbrunnen,München Hbf
01140718,0,605,Passau Hbf,Hamburg-Altona
01140423,0,477,Dortmund Hbf,München Hbf
01140622,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
01140656,0,301,Fulda,München Hbf
01140422,0,455,Köln Hbf,München Hbf
01140511,0,678,Passau Hbf,Kiel Hbf
01140634,0,464,Nürnberg Hbf,Hamburg-Altona
01140600,0,345,Nürnberg Hbf,Dortmund Hbf
01140530,0,464,Nürnberg Hbf,Hamburg-Altona
01140504,0,381,Nürnberg Hbf,Berlin Gesundbrunnen
01142103,0,306,München Hbf,Venezia Santa Lucia
01142103,0,698,München Hbf,Roma Termini
01142017,60,304,München Hbf,Frankfurt(Main)Hbf
01141731,10,98,München Hbf,Innsbruck Hbf
01141723,0,354,München Hbf,Wien Westbahnhof
01141531,0,305,München Hbf,Verona Porta Nuova
01141527,0,354,München Hbf,Wien Westbahnhof
01141510,0,150,München Hbf,Schwarzach-St.Veit
01141331,0,305,München Hbf,Verona Porta Nuova
01141327,0,566,München Hbf,Budapest-Keleti pu
01141131,0,306,München Hbf,Venezia Santa Lucia
01141127,0,566,München Hbf,Budapest-Keleti pu
01140733,0,602,Innsbruck Hbf,Berlin Hbf (tief)
01141050,0,455,München Hbf,Köln Hbf
01141050,0,477,München Hbf,Dortmund Hbf
01141016,0,612,München Hbf,Hamburg-Altona
01140950,0,492,München Hbf,Essen Hbf
01140931,20,404,München Hbf,Bologna Centrale
01140728,0,602,Innsbruck Hbf,Berlin Hbf (tief)
01140729,0,217,Nürnberg Hbf,Garmisch-Partenkirchen
01140850,0,455,München Hbf,Köln Hbf
01140816,0,612,München Hbf,Hamburg-Altona
01140750,0,492,München Hbf,Essen Hbf
01140731,0,305,München Hbf,Verona Porta Nuova
01140727,0,566,München Hbf,Budapest-Keleti pu
01140716,0,612,München Hbf,Hamburg-Altona
01140650,0,477,München Hbf,Dortmund Hbf
01140614,0,612,München Hbf,Hamburg-Altona
01140514,0,507,München Hbf,Berlin Gesundbrunnen
01141643,0,268,Klagenfurt Hbf,München Hbf
01140827,0,268,München Hbf,Klagenfurt Hbf
01141816,0,241,Zürich HB,München Hbf
01141833,0,241,München Hbf,Zürich HB
01141633,0,241,München Hbf,Zürich HB
01141316,0,241,Zürich HB,München Hbf
01141233,0,241,München Hbf,Zürich HB
01140916,5,241,Zürich HB,München Hbf
01140926,0,115,Oberstdorf,Augsburg Hbf
01140716,0,241,Zürich HB,München Hbf
01140717,0,241,München Hbf,Zürich HB
01141714,0,612,Hamburg-Altona,München Hbf
01141954,0,702,Innsbruck Hbf,Paris Est
01141954,20,735,Innsbruck Hbf,Amsterdam Centraal
01141610,0,612,Hamburg-Altona,München Hbf
01142218,0,149,München Hbf,Nürnberg Hbf
01142150,0,614,München Ost,Hamburg-Altona
01142150,0,505,München Ost,Berlin-Lichtenberg
01141630,0,507,Berlin Gesundbrunnen,München Hbf
01141543,0,507,Berlin Gesundbrunnen,München Hbf
01141514,0,612,Hamburg-Altona,München Hbf
01141432,5,507,Berlin Gesundbrunnen,München Hbf
01141414,0,612,Hamburg-Altona,München Hbf
01141344,0,507,Berlin Gesundbrunnen,München Hbf
01141314,10,612,Hamburg-Altona,München Hbf
01141850,5,361,München Hbf,Leipzig Hbf
01141213,0,612,Hamburg-Altona,München Hbf
01141842,5,401,Köln Hbf,Paris Nord
01141601,0,401,Paris Nord,Köln Hbf
01141642,0,401,Köln Hbf,Paris Nord
01141201,0,401,Paris Nord,Köln Hbf
01141243,0,401,Köln Hbf,Paris Nord
01140801,0,401,Paris Nord,Köln Hbf
01140844,0,401,Köln Hbf,Paris Nord
01140601,0,401,Paris Nord,Köln Hbf
01140512,0,438,Essen Hbf,Paris Nord
01142112,10,614,Hamburg-Altona,München Ost
01142250,0,100,Hannover Hbf,Bremen Hbf
01141926,0,475,Köln Hbf,Berlin Hbf (tief)
01141812,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
01141848,0,479,Köln Hbf,Berlin Ostbahnhof
01141748,0,479,Köln Hbf,Berlin Ostbahnhof
01141648,0,479,Köln Hbf,Berlin Ostbahnhof
01141612,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
01141553,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
01141745,0,100,Hannover Hbf,Bremen Hbf
01141425,0,480,Bonn Hbf,Berlin Ostbahnhof
01141453,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
01141328,0,479,Köln Hbf,Berlin Ostbahnhof
01141545,0,100,Hannover Hbf,Bremen Hbf
01141212,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
01141222,0,480,Bonn Hbf,Berlin Ostbahnhof
01141153,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
01141148,0,479,Köln Hbf,Berlin Ostbahnhof
01141345,0,100,Hannover Hbf,Bremen Hbf
01141053,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
01141048,0,479,Köln Hbf,Berlin Ostbahnhof
01140948,0,479,Köln Hbf,Berlin Ostbahnhof
01140928,0,479,Köln Hbf,Berlin Ostbahnhof
01141145,0,100,Hannover Hbf,Bremen Hbf
01140825,0,480,Bonn Hbf,Berlin Ostbahnhof
01140828,0,479,Köln Hbf,Berlin Ostbahnhof
01140748,0,479,Köln Hbf,Berlin Ostbahnhof
01140712,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
01140945,0,100,Hannover Hbf,Bremen Hbf
01140547,0,471,Koblenz Hbf,Berlin Ostbahnhof
01140626,0,479,Köln Hbf,Berlin Ostbahnhof
01140529,0,479,Köln Hbf,Berlin Ostbahnhof
01140545,0,479,Köln Hbf,Berlin Ostbahnhof
01140429,0,479,Köln Hbf,Berlin Ostbahnhof
01140538,0,400,Münster(Westf)Hbf,Berlin Ostbahnhof
01140631,0,251,Hannover Hbf,Berlin Ostbahnhof
01142013,0,749,Hamburg-Altona,Paris Est
01142013,0,694,Hamburg-Altona,Zürich HB
01141346,0,298,Köln Hbf,Norddeich Mole
01140820,0,453,Luxembourg,Norddeich Mole
01141354,0,365,Norddeich Mole,Koblenz Hbf
01141624,0,679,Garmisch-Partenkirchen,Hamburg-Altona
01141036,0,707,Hamburg-Altona,Innsbruck Hbf
01140901,0,672,Warnemünde,München Hbf
01141114,0,612,Hamburg-Altona,München Hbf
01141642,0,612,München Hbf,Hamburg-Altona
01141638,0,507,München Hbf,Berlin Gesundbrunnen
01141014,0,612,Hamburg-Altona,München Hbf
01141033,0,507,Berlin Gesundbrunnen,München Hbf
01141435,0,519,Garmisch-Partenkirchen,Dortmund Hbf
01141531,0,477,München Hbf,Dortmund Hbf
01140752,0,612,Hamburg-Altona,München Hbf
01141508,0,612,München Hbf,Hamburg-Altona
01140914,0,612,Hamburg-Altona,München Hbf
01141449,0,507,München Hbf,Berlin Gesundbrunnen
01140828,0,611,Hamburg Hbf,München Hbf
01140831,10,605,Berlin Gesundbrunnen,Innsbruck Hbf
01141410,5,612,München Hbf,Hamburg-Altona
01140546,0,612,Hamburg-Altona,München Hbf
01141356,0,115,Augsburg Hbf,Oberstdorf
01141319,0,504,München Hbf,Berlin Hbf (tief)
01140636,0,477,Dortmund Hbf,München Hbf
01141254,25,476,München Hbf,Hamm(Westf)
01141239,0,612,München Hbf,Hamburg-Altona
01141243,0,504,München Hbf,Berlin Hbf (tief)
01141039,0,679,Garmisch-Partenkirchen,Hamburg-Altona
01140633,0,507,Berlin Gesundbrunnen,München Hbf
01140609,0,679,Hamburg-Altona,Garmisch-Partenkirchen
01140624,10,519,Dortmund Hbf,Garmisch-Partenkirchen
01140540,0,507,Berlin Gesundbrunnen,München Hbf
01141119,0,612,München Hbf,Hamburg-Altona
01141047,0,612,München Hbf,Hamburg-Altona
01140412,0,612,Hamburg-Altona,München Hbf
01140919,0,507,München Hbf,Berlin Gesundbrunnen
01140905,0,612,München Hbf,Hamburg-Altona
01140710,0,507,München Hbf,Berlin Gesundbrunnen
01140615,0,149,Nürnberg Hbf,München Hbf
01140654,0,612,München Hbf,Hamburg-Altona
01140458,0,504,München Hbf,Berlin Hbf (tief)
01141742,0,151,Berlin Gesundbrunnen,Leipzig Hbf
01140836,0,693,Berchtesgaden Hbf,Hamburg-Altona
01140709,0,693,Hamburg-Altona,Berchtesgaden Hbf
01140800,0,62,Stuttgart Hbf,Karlsruhe Hbf
01141310,0,816,Budapest-Keleti pu,Frankfurt(Main)Hbf
01141750,0,527,Berlin Ostbahnhof,Karlsruhe Hbf
01141924,0,289,Dortmund Hbf,Karlsruhe Hbf
01141928,0,323,München Hbf,Wiesbaden Hbf
01141653,0,511,Berlin Ostbahnhof,Stuttgart Hbf
01141906,0,485,Paris Est,Frankfurt(Main)Hbf
01141837,0,477,Dortmund Hbf,München Hbf
01141828,0,304,München Hbf,Frankfurt(Main)Hbf
01141137,5,670,Graz Hbf,Saarbrücken Hbf
01141547,10,518,Hamburg-Altona,Karlsruhe Hbf
01141728,0,508,München Hbf,Münster(Westf)Hbf
01141453,10,504,Berlin Ostbahnhof,München Hbf
01141509,15,533,Hamburg-Altona,Stuttgart Hbf
01141637,40,477,Dortmund Hbf,München Hbf
01141628,0,504,München Hbf,Berlin Hbf (tief)
01141528,0,612,München Hbf,Hamburg-Altona
01141253,0,511,Berlin Ostbahnhof,Stuttgart Hbf
01141727,0,533,Stuttgart Hbf,Hamburg-Altona
01141247,0,533,Hamburg-Altona,Stuttgart Hbf
01141656,0,485,Frankfurt(Main)Hbf,Paris Est
01141437,0,477,Dortmund Hbf,München Hbf
01141428,0,504,München Hbf,Berlin Ostbahnhof
01140843,5,739,Klagenfurt Hbf,Dortmund Hbf
01141328,0,477,München Hbf,Dortmund Hbf
01141053,0,504,Berlin Ostbahnhof,München Hbf
01141310,0,485,Paris Est,Frankfurt(Main)Hbf
01141527,0,533,Stuttgart Hbf,Hamburg-Altona
01141047,0,533,Hamburg-Altona,Stuttgart Hbf
01141237,0,477,Dortmund Hbf,München Hbf
01141228,0,504,München Hbf,Berlin Ostbahnhof
01141128,0,477,München Hbf,Dortmund Hbf
01140853,0,504,Berlin Ostbahnhof,München Hbf
01141248,0,154,Saarbrücken Hbf,Frankfurt(Main)Hbf
01141327,0,533,Stuttgart Hbf,Hamburg-Altona
01140847,0,533,Hamburg-Altona,Stuttgart Hbf
01141301,0,485,Frankfurt(Main)Hbf,Paris Est
01141037,0,477,Dortmund Hbf,München Hbf
01141028,0,504,München Hbf,Berlin Ostbahnhof
01140928,0,477,München Hbf,Dortmund Hbf
01140653,0,504,Berlin Ostbahnhof,München Hbf
01140910,15,485,Paris Est,Frankfurt(Main)Hbf
01141123,0,533,Stuttgart Hbf,Hamburg-Altona
01140549,0,619,Kiel Hbf,Stuttgart Hbf
01140527,0,612,Hamburg-Altona,München Hbf
01140828,0,504,München Hbf,Berlin Ostbahnhof
01140631,0,766,Münster(Westf)Hbf,Klagenfurt Hbf
01140728,0,477,München Hbf,Dortmund Hbf
01140440,0,504,Berlin Ostbahnhof,München Hbf
01140706,5,485,Paris Est,Frankfurt(Main)Hbf
01140927,0,533,Stuttgart Hbf,Hamburg-Altona
01140440,0,533,Hamburg-Altona,Stuttgart Hbf
01140901,0,485,Frankfurt(Main)Hbf,Paris Est
01140601,0,508,Münster(Westf)Hbf,München Hbf
01140851,0,511,Stuttgart Hbf,Berlin Ostbahnhof
01140527,0,477,München Hbf,Dortmund Hbf
01140511,0,488,Hannover Hbf,München Hbf
01140643,0,520,Saarbrücken Hbf,Dresden Hbf
01140727,0,533,Stuttgart Hbf,Hamburg-Altona
01140555,0,455,Köln Hbf,München Hbf
01140651,0,511,Stuttgart Hbf,Berlin Ostbahnhof
01140533,0,670,Saarbrücken Hbf,Graz Hbf
01140600,10,485,Frankfurt(Main)Hbf,Paris Est
01140325,0,477,München Hbf,Dortmund Hbf
01140445,0,843,Wiesbaden Hbf,Budapest-Keleti pu
01141906,0,62,Karlsruhe Hbf,Stuttgart Hbf
01141525,0,690,Paris Est,München Hbf
01141654,10,508,Stuttgart Hbf,Paris Est
01141125,5,508,Paris Est,Stuttgart Hbf
01141254,0,508,Stuttgart Hbf,Paris Est
01140725,0,508,Paris Est,Stuttgart Hbf
01140626,0,690,München Hbf,Paris Est
01140654,130,508,Stuttgart Hbf,Paris Est
01140700,0,240,Karlsruhe Hbf,Köln Hbf
01140558,0,527,Karlsruhe Hbf,Berlin Ostbahnhof
01141910,20,163,Zürich HB,Stuttgart Hbf
01141956,0,163,Stuttgart Hbf,Zürich HB
01141710,0,163,Zürich HB,Stuttgart Hbf
01141757,0,163,Stuttgart Hbf,Zürich HB
01141510,0,163,Zürich HB,Stuttgart Hbf
01141556,0,163,Stuttgart Hbf,Zürich HB
01141310,0,163,Zürich HB,Stuttgart Hbf
01141356,0,163,Stuttgart Hbf,Zürich HB
01141110,0,163,Zürich HB,Stuttgart Hbf
01141156,0,163,Stuttgart Hbf,Zürich HB
01140910,0,163,Zürich HB,Stuttgart Hbf
01140956,0,163,Stuttgart Hbf,Zürich HB
01140710,0,163,Zürich HB,Stuttgart Hbf
01142037,0,328,Dortmund Hbf,Stuttgart Hbf
01141647,0,533,Hamburg-Altona,Stuttgart Hbf
01141029,0,695,Ostseebad Binz,Stuttgart Hbf
01142020,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
01142009,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
01140926,0,684,Westerland(Sylt),Stuttgart Hbf
01141028,10,570,Klagenfurt Hbf,Frankfurt(Main)Hbf
01141741,10,288,Stuttgart Hbf,Köln Hbf
01140722,0,671,Stralsund Hbf,Stuttgart Hbf
01141620,0,409,Frankfurt(Main)Hbf,Salzburg Hbf
01141605,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
01140832,0,533,Hamburg-Altona,Stuttgart Hbf
01141420,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
01140544,30,600,Graz Hbf,Frankfurt(Main)Hbf
01141220,0,600,Frankfurt(Main)Hbf,Graz Hbf
01140621,0,456,Linz Hbf,Frankfurt(Main)Hbf
01141137,0,533,Stuttgart Hbf,Hamburg-Altona
01141020,0,152,Frankfurt(Main)Hbf,Stuttgart Hbf
01140545,0,409,Salzburg Hbf,Frankfurt(Main)Hbf
01140937,0,533,Stuttgart Hbf,Hamburg-Altona
01140537,0,328,Dortmund Hbf,Stuttgart Hbf
01140822,0,570,Frankfurt(Main)Hbf,Klagenfurt Hbf
01140805,0,684,Stuttgart Hbf,Westerland(Sylt)
01140732,0,158,Wiesbaden Hbf,Stuttgart Hbf
01140737,0,671,Stuttgart Hbf,Stralsund Hbf
01140603,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
01140556,0,304,Frankfurt(Main)Hbf,Zürich HB
01140508,0,533,Stuttgart Hbf,Hamburg-Altona
01140601,5,534,Magdeburg Hbf,Oberstdorf
01140947,0,554,Oberstdorf,Hannover Hbf
01140435,0,189,Stuttgart Hbf,München Hbf
01142247,5,189,München Hbf,Stuttgart Hbf
01141458,25,358,Landeck-Zams,Frankfurt(Main)Hbf
01140646,0,358,Frankfurt(Main)Hbf,Landeck-Zams
01141653,20,710,Brig,Amsterdam Centraal
01141653,10,817,Brig,Hamburg-Altona
01142112,0,224,Basel SBB,Mannheim Hbf
01141942,0,672,Zürich HB,Berlin-Lichtenberg
01141942,0,527,Zürich HB,Praha hl.n.
01141350,0,692,Berlin Ostbahnhof,Basel SBB
01141900,0,304,Zürich HB,Frankfurt(Main)Hbf
01141655,0,380,Köln Hbf,Basel SBB
01141826,0,968,Basel SBB,Koebenhavn H
01141150,0,761,Berlin Ostbahnhof,Interlaken Ost
01141700,0,694,Zürich HB,Hamburg-Altona
01141455,0,380,Köln Hbf,Basel SBB
01140950,0,761,Berlin Ostbahnhof,Interlaken Ost
01141255,0,380,Köln Hbf,Basel SBB
01141512,0,570,Basel SBB,Amsterdam Centraal
01141512,0,380,Basel SBB,Köln Hbf
01140750,0,692,Berlin Ostbahnhof,Basel SBB
01141200,0,763,Interlaken Ost,Berlin Gesundbrunnen
01140804,0,570,Amsterdam Centraal,Basel SBB
01141055,0,380,Köln Hbf,Basel SBB
01141312,0,442,Basel SBB,Dortmund Hbf
01140550,0,761,Berlin Ostbahnhof,Interlaken Ost
01141000,0,761,Interlaken Ost,Berlin Ostbahnhof
01140540,0,559,Hannover Hbf,Basel SBB
01141112,0,442,Basel SBB,Dortmund Hbf
01140850,0,384,Frankfurt(Main)Hbf,Interlaken Ost
01140800,0,761,Interlaken Ost,Berlin Ostbahnhof
01140912,25,442,Basel SBB,Dortmund Hbf
01140650,0,304,Frankfurt(Main)Hbf,Zürich HB
01140600,0,384,Interlaken Ost,Frankfurt(Main)Hbf
